,curve_slope_14,curve_curvature,inventory_z_52,dlog_inventory
2014-01-03,-0.022816210274983595,-0.1903021703552495,0.5288893828635098,-0.30186771734640827
2014-01-10,-0.020279990404146474,0.14269982495570602,0.6435830007870733,0.11469361792356347
2014-01-17,-0.29688907266820713,-0.19062509091249152,0.75484209879193,0.11125909800485667
2014-01-24,-0.25433092812711994,0.3903171205190593,0.8776912082648632,0.12284910947293326
2014-01-31,-0.06430886206386767,-0.21125468199709882,0.7149051058088999,-0.16278610245596337
2014-02-07,-0.540588049228274,-0.05585359515344969,0.9272623830726217,0.21235727726372178
2014-02-14,-0.43965421494127077,0.34077617148804024,0.9055595856657653,-0.021702797406856322
2014-02-21,-0.3950344328487486,0.07856235592901423,0.2903368364053033,-0.615222749260462
2014-02-28,-0.4814799704488921,0.34359440946427683,0.87263349370772,0.5822966573024168
2014-03-07,-0.6026651022293081,0.10695909609510929,0.3734885163495658,-0.4991449773581542
2014-03-14,-0.28328878503224963,0.2855142333939126,0.970745062643394,0.5972565462938282
2014-03-21,-0.7549088906164538,0.3637361491446463,1.0852341903778406,0.11448912773444664
2014-03-28,-0.19938022956111473,0.6010192014258406,0.7538893883353868,-0.33134480204245387
2014-04-04,-0.4627695916761649,0.19067529962890545,0.951172199723785,0.1972828113883982
2014-04-11,-0.014443644876222184,0.28376581648447247,0.31439616136982235,-0.6367760383539627
2014-04-18,-0.17744048945626162,0.877629331386532,0.9497238917170567,0.6353277303472344
2014-04-25,-0.5214210196952314,0.5879708693612746,0.4763403616372797,-0.473383530079777
2014-05-02,-1.0818462622914162,-0.03792124531613206,0.6722360483512336,0.1958956867139539
2014-05-09,-0.804572956775729,0.6300586766657815,0.46304088734791665,-0.20919516100331698
2014-05-16,-0.7438658417416079,0.4137852337584983,0.7406104993751772,0.27756961202726055
2014-05-23,-0.8614071022611021,0.569038280433761,0.4736564063995235,-0.2669540929756537
2014-05-30,-0.44828446535502076,0.6043488484538919,1.1190087380751497,0.6453523316756262
2014-06-06,-0.9006103661854648,0.5569891093461574,0.510425620265921,-0.6085831178092287
2014-06-13,-0.25523793124280825,0.6212855526768235,0.2978043489668052,-0.2126212712991158
2014-06-20,-1.2976784875405667,0.6263949082786497,0.3578103835726323,0.0600060346058271
2014-06-27,-0.8004202490691564,0.7930558882579617,0.4065238505146207,0.048713466941988415
2014-07-04,-1.0173740537827494,0.18694146286637842,0.4774107407817642,0.07088689026714351
2014-07-11,-0.5489466002504078,0.47770183876026595,0.642530770771587,0.16512002998982284
2014-07-18,-0.6082321984280662,0.05843852390204962,0.6531424955143266,0.010611724742739526
2014-07-25,-0.9559924473593353,0.3958867369089257,0.7822279475572504,0.12908545204292388
2014-08-01,-0.8269873689292169,0.24983730628630318,-0.07278525873536584,-0.8550132062926163
2014-08-08,-0.8040367750992925,-0.08511773081320237,0.6646911136860048,0.7374763724213707
2014-08-15,-0.8323195661954778,0.049162678696193285,0.3724632531640741,-0.29222786052193067
2014-08-22,-0.38781525598018113,0.002676563985268287,0.2698224619662669,-0.10264079119780717
2014-08-29,-0.6702500301353722,0.08132763169534725,0.21448439565734498,-0.055338066308921935
2014-09-05,-0.28558110374931095,-0.21437034300501012,0.14626517108092324,-0.06821922457642174
2014-09-12,-0.9257693973383492,-0.05747363716001451,0.4596639501319916,0.3133987790510684
2014-09-19,-1.1307331681249968,0.022929902631714738,0.11143931969315383,-0.3482246304388378
2014-09-26,-0.38483046840810475,-0.3831420958141416,0.24765116977172424,0.1362118500785704
2014-10-03,-0.7772188247845546,-0.663637408758644,0.0947022916509086,-0.15294887812081565
2014-10-10,-0.6875420070824785,-0.3965845513068227,-0.09958602983160612,-0.19428832148251474
2014-10-17,-0.8726286241438946,-0.6951465889893901,0.5100049294423563,0.6095909592739625
2014-10-24,-0.23323127822055545,-0.44013586293153173,-0.6083207687008962,-1.1183256981432526
2014-10-31,-0.2806680268513281,-0.35477522056558597,0.1610448246697423,0.7693655933706385
2014-11-07,-0.48089049568998044,-0.7622260971646599,0.16667846617210685,0.005633641502364561
2014-11-14,-0.47154928359718545,-0.12197065409353108,0.25448865841420365,0.0878101922420968
2014-11-21,-1.2396936208738525,-0.29287188931821795,0.04958366118438761,-0.20490499722981603
2014-11-28,-0.11193059828089688,-0.8358512030869112,-0.43321955240171395,-0.48280321358610157
2014-12-05,-0.3149207051681699,-0.7193709542459092,-0.12156504287965932,0.31165450952205465
2014-12-12,-0.29887695597336206,-0.3643971360603143,0.07794432951738853,0.19950937239704786
2014-12-19,-0.027857260147369722,-0.28535514188161787,-0.4989767451611065,-0.5769210746784951
2014-12-26,0.023570477159556708,-0.527141694928333,-0.6735085021481453,-0.17453175698703877
2015-01-02,-0.0986455813047041,-0.30804841427831925,-0.7151091995507983,-0.04160069740265304
2015-01-09,0.014100425894317134,-0.6991930145235685,0.18392223635786784,0.8990314359086662
2015-01-16,-0.3118612984260206,-0.39054954880968584,-0.501897727501964,-0.6858199638598319
2015-01-23,0.43052119675947936,-0.4022322784452907,-0.09708125690224226,0.4048164705997218
2015-01-30,0.3952539514333216,-0.2962919484344822,0.04650323801813347,0.14358449492037573
2015-02-06,0.7288342187511347,-0.3634246594320919,0.18962181396677946,0.143118575948646
2015-02-13,0.3334633668800032,-0.031001260382289203,-0.3368669974454942,-0.5264888114122737
2015-02-20,0.12362894878665678,-0.10039352804044144,-0.0855158081489758,0.2513511892965184
2015-02-27,0.3149856769196103,-0.11423135406587598,-0.004067692297324843,0.08144811585165096
2015-03-06,0.38149095037686065,0.13712164400690288,-0.15142848272918982,-0.14736079043186498
2015-03-13,0.27872022610364877,0.04937762650358293,-0.43645514410142805,-0.2850266613722382
2015-03-20,0.4581582882223345,0.28455567105892887,-0.04150589050581999,0.39494925359560806
2015-03-27,0.29548531912314785,0.11563631363909394,-0.7936338907038379,-0.752128000198018
2015-04-03,0.674940934826449,0.3019788289506628,-0.4260183800755339,0.36761551062830405
2015-04-10,0.5236432363353005,0.38230595529623357,-0.39424001999165076,0.03177836008388313
2015-04-17,0.40189344048383197,0.37895407296444106,-0.09040067705998123,0.30383934293166953
2015-04-24,0.22736564657446856,0.5526062160765315,-0.41579910945582227,-0.32539843239584104
2015-05-01,0.6557120811188909,0.23050456265796518,-0.5842364577841745,-0.16843734832835228
2015-05-08,0.8542980580583607,0.3917305841906566,-0.7818330099525818,-0.1975965521684072
2015-05-15,0.12752126418495036,0.3986765013259,-0.9839183254394293,-0.2020853154868475
2015-05-22,0.33746930258116703,0.453986474666944,-0.13832099726664115,0.8455973281727881
2015-05-29,0.6989539436208244,0.3270372560585227,-0.4465609925702771,-0.30823999530363594
2015-06-05,0.872377512342899,0.44919825175914807,-0.6239173918133685,-0.17735639924309138
2015-06-12,1.1172132834032733,0.37756632552023833,0.0705398461425697,0.6944572379559382
2015-06-19,0.6857495626888769,0.6079969109300647,-0.6006873250177918,-0.6712271711603615
2015-06-26,0.6529977163626399,0.6989288690869122,-0.3195425598376411,0.28114476518015064
2015-07-03,0.9794183693979708,0.4062675279412902,-0.4361821138586126,-0.11663955402097148
2015-07-10,0.9924854885630456,0.5303230222743969,-0.37402790029978544,0.062154213558827165
2015-07-17,1.0232637826466917,0.25947604171044636,-0.6816038480826335,-0.3075759477828481
2015-07-24,0.23635669400408799,0.36243297301565247,-0.18088497588477398,0.5007188721978595
2015-07-31,0.847923296431677,-0.08388308129048072,-0.5082738953967894,-0.3273889195120154
2015-08-07,0.9847702590481787,0.35666018123488696,-0.9894349537971262,-0.48116105840033685
2015-08-14,0.20701230939809456,0.08834129768270982,-0.2339905528842693,0.7554444009128569
2015-08-21,0.9040434580909417,0.32635323865849303,-0.6798800307640791,-0.4458894778798098
2015-08-28,0.8027371333736173,0.3947016571400642,-0.6211212450647152,0.05875878569936388
2015-09-04,1.1356488514114065,0.35643356209887234,-0.4666066868066629,0.15451455825805233
2015-09-11,0.4487987665717465,-0.051890637675328005,-0.760956047177365,-0.2943493603707021
2015-09-18,0.5439703895901854,-0.1869979737589713,-0.4079236181370846,0.35303242904028037
2015-09-25,0.9627842085840022,0.42860070582520593,-1.1002218035653948,-0.6922981854283101
2015-10-02,0.6624100421010279,-0.08596475544254316,-0.8310965299626368,0.26912527360275795
2015-10-09,1.123219067775413,0.16470717829671044,-0.8071358632442028,0.023960666718434
2015-10-16,0.7002583484994263,0.1011879008092735,-1.0846799596936139,-0.277544096449411
2015-10-23,0.373501065503163,-0.4728115419314112,-0.3410749625488463,0.7436049971447676
2015-10-30,0.6356901998796796,-0.3521130296836103,-0.6277024456035705,-0.2866274830547242
2015-11-06,0.43940520927632915,-0.4332244230969372,-0.5009072228370015,0.12679522276656896
2015-11-13,0.122449988091821,-0.7504260517847654,-0.21173631545145621,0.2891709073855453
2015-11-20,0.9023338227198914,-0.6121204215378782,-0.010706916084035067,0.20102939936742115
2015-11-27,0.9729869463542813,-0.10968306576018821,-0.6709850068003629,-0.6602780907163278
2015-12-04,0.4006323591543264,-0.6018606369563209,-0.6125351486151669,0.05844985818519599
2015-12-11,0.4304008410400843,-0.43871307112613467,-0.8045414465251566,-0.1920062979099897
2015-12-18,0.37827626833412115,-0.49324516100190674,-0.8421945132506642,-0.03765306672550761
2015-12-25,0.07541235342798791,-0.37978465549898255,-0.6408227489426601,0.20137176430800408
2016-01-01,0.10933743823742746,-0.6949035915934016,-0.87245410421358,-0.23163135527091994
2016-01-08,-0.3114605305039527,-0.981687021706522,-0.40504786594815306,0.467406238265427
2016-01-15,-0.2783330319054455,-0.48350739539555077,-0.27062815275192137,0.1344197131962317
2016-01-22,-0.03145475853714742,-0.5801224278758724,-0.6738036211158419,-0.40317546836392054
2016-01-29,0.21859155791182086,-0.2635890942248603,-1.4883127399132845,-0.8145091187974426
2016-02-05,-0.09377846302435539,-0.4429708189128353,-0.49783691841297445,0.99047582150031
2016-02-12,-0.6316462435781245,-0.20765347077768226,-0.6348012674282245,-0.13696434901525006
2016-02-19,-0.09879725289949562,-0.15263692800369993,-0.5637415958816556,0.07105967154656889
2016-02-26,0.19131347785714717,-0.5093582496385254,-1.0564255879228266,-0.49268399204117097
2016-03-04,-0.1690738246753144,-0.4311209721510651,-0.954105466328879,0.10232012159394754
2016-03-11,-0.38372878186559045,0.06199628876320684,-0.37683541029863654,0.5772700560302425
2016-03-18,-0.7195529251505228,-0.5419579274695868,-0.48388195801290546,-0.10704654771426891
2016-03-25,-0.4180499363135318,-0.10421554025846631,-0.4804104628201183,0.0034714951927871662
2016-04-01,-0.48313064942031425,0.09688140787561506,-0.1298085048104432,0.3506019580096751
2016-04-08,-0.7490290371903199,-0.17304312798038782,-0.642825553201918,-0.5130170483914749
2016-04-15,-0.1470657192281144,0.2803535712936355,-0.879091903878477,-0.236266350676559
2016-04-22,-0.566864883298257,0.35776419593202524,-0.5307809694685898,0.34831093440988725
2016-04-29,-0.33693231549141267,0.4547284286300832,-1.0330360894472954,-0.5022551199787056
2016-05-06,-0.506997397157456,0.40821273288235754,-0.5152480604355121,0.5177880290117833
2016-05-13,-0.8590202603964102,0.5537276792836869,-0.042329389805533024,0.47291867062997905
2016-05-20,-0.8145974200830947,0.49363262302026456,-0.3887497897454366,-0.3464203999399036
2016-05-27,-0.4770401720339534,0.31595493515107775,-0.5221737286217897,-0.13342393887635307
2016-06-03,-0.8455757872067768,0.5462146113202226,0.4338900952573394,0.956063823879129
2016-06-10,-0.7098714473123604,0.3232920460469372,-0.5586622376104872,-0.9925523328678265
2016-06-17,-0.5560613615148432,1.0933887355669978,-0.26759997374583677,0.2910622638646504
2016-06-24,-1.1875019148558261,0.369987779151377,-0.27960109226621244,-0.012001118520375664
2016-07-01,-0.7197011367149193,0.07667896460404516,-0.37831770285264155,-0.09871661058642911
2016-07-08,-0.8066070475859266,0.6583441931400734,-0.5171471960932836,-0.1388294932406421
2016-07-15,-0.64529733224833,0.2429353549355605,0.1379957042122292,0.6551429003055128
2016-07-22,-0.3743956678887365,0.614310027182603,-0.4453258344945339,-0.5833215387067631
2016-07-29,-1.2558020109295143,0.6097425883061358,0.06206730425496465,0.5073931387494985
2016-08-05,-0.699921945672581,0.2908064294523012,0.4286362136159967,0.36656890936103204
2016-08-12,-0.6791226691278752,0.5440528311390206,-0.1475772855158421,-0.5762134991318388
2016-08-19,-0.3415234670662898,0.34021777324118974,-0.2506480643313021,-0.10307077881546
2016-08-26,-0.5145190745001014,0.665364424273246,0.028585974542737952,0.2792340388740401
2016-09-02,-0.5387704618105169,0.5848842795495387,-0.09337333976730668,-0.12195931431004463
2016-09-09,-0.7054092537347262,0.5113452459708017,0.04476646920135367,0.13813980896866035
2016-09-16,-0.8756974515778138,0.1770792629863497,0.14185892370683822,0.09709245450548455
2016-09-23,-0.9418271924236248,0.4169407228917262,0.3145614401337382,0.1727025164269
2016-09-30,-0.7870170383692523,0.13217900374376146,0.3928374666311299,0.07827602649739168
2016-10-07,-0.9933412194296404,0.11089344085581397,0.4736066407078541,0.08076917407672418
2016-10-14,-0.5150346232346183,0.40103031004002726,0.014108051268317559,-0.45949858943953653
2016-10-21,-0.9060556706590177,0.04027123110446963,-0.4540432109658057,-0.46815126223412323
2016-10-28,-0.6395109346036465,0.1331285555365838,0.41162295277855376,0.8656661637443595
2016-11-04,-0.707118898350893,-0.3107339237625434,0.15025816698781336,-0.2613647857907404
2016-11-11,-0.8296801475064468,-0.42560731089443415,-0.34489946849461567,-0.495157635482429
2016-11-18,-0.4759869587884505,-0.12536939744443007,0.23588583444710465,0.5807853029417203
2016-11-25,-0.043739768083144115,-0.33217618866369736,0.40373235217207076,0.16784651772496612
2016-12-02,-0.32255076439971486,-0.642849986234004,0.23820220554049498,-0.16553014663157578
2016-12-09,-0.1814796694191585,-0.3121635904804001,-0.24701300359435294,-0.48521520913484795
2016-12-16,-0.16318249776109298,-0.1883906028001312,0.26303703624321595,0.5100500398375689
2016-12-23,-0.4786048674441386,0.02774552884825343,0.21561814379283836,-0.04741889245037759
2016-12-30,-0.40463327927367543,-0.5614557621128929,0.3147169581379125,0.09909881434507414
2017-01-06,-0.12145058782808729,-0.4500194515725582,1.1211142463225647,0.8063972881846522
2017-01-13,0.14717189947547643,-0.554961508871303,0.4462700890320334,-0.6748441572905313
2017-01-20,-0.0528611175299446,-0.6296297281629519,0.3462352562549729,-0.10003483277706049
2017-01-27,-0.22104105149412956,-0.19808760240291295,0.7142853330254453,0.36805007677047236
2017-02-03,-0.2165138937247621,-0.3157849323609788,0.15401956018054958,-0.5602657728448956
2017-02-10,0.2421892948632588,-0.7486630108661363,0.48895267180926294,0.33493311162871336
2017-02-17,0.5412191324182971,-0.5496815562343762,-0.2286349376640237,-0.7175876094732867
2017-02-24,0.03386667174515787,-0.4240952798195194,0.3373914266820683,0.566026364346092
2017-03-03,0.5571730089028689,-0.2612783015681239,0.11837939125746605,-0.21901203542460224
2017-03-10,0.9062771724235421,-0.4281669946948813,0.36038742206605395,0.2420080308085879
2017-03-17,-0.21265159238140877,-0.3747443326208651,-0.023250359065309256,-0.3836377811313632
2017-03-24,0.1490443951395749,-0.2586713187149698,0.4463954589516117,0.46964581801692096
2017-03-31,0.18344235482507573,-0.4077853388274173,0.4218579002392942,-0.024537558712317498
2017-04-07,0.4905162837879287,-0.3595065410975094,0.5414193388948695,0.11956143865557528
2017-04-14,0.29944362388966983,0.07742762755315427,0.10292710969173208,-0.4384922292031374
2017-04-21,0.3977761846809085,0.24556419371689608,0.3171169572153685,0.2141898475236364
2017-04-28,0.6360510488619608,-0.2626191258514928,0.735247482492219,0.4181305252768506
2017-05-05,0.5961456954903083,-0.25955218795111845,0.7227221920358505,-0.01252529045636852
2017-05-12,0.44542551043408574,-0.2735854978016098,0.5502815073494279,-0.1724406846864226
2017-05-19,0.8554764039778414,0.28130057247488155,0.7773392796966108,0.22705777234718283
2017-05-26,0.5491111153178414,0.8565548268093388,0.3630566964573653,-0.41428258323924544
2017-06-02,0.46429468776282856,0.13942794760480953,0.7622813085859043,0.39922461212853894
2017-06-09,0.6611210077790305,0.2755669432984393,1.3852951563033833,0.623013847717479
2017-06-16,0.5369734603596154,0.33402996201731894,0.6271217133179544,-0.7581734429854289
2017-06-23,0.6673063582484443,0.2563626965517142,1.0128166192399821,0.3856949059220277
2017-06-30,0.7108852236542624,0.2510530110555328,0.38381814035511386,-0.6289984788848683
2017-07-07,0.7854070527876038,0.12962299367935493,0.5761640220986494,0.1923458817435355
2017-07-14,0.820036575687393,0.4393804325265336,0.3805945486262836,-0.19556947347236575
2017-07-21,0.5963994938753284,0.16409011416129365,0.7788305186609292,0.3982359700346456
2017-07-28,0.7943687631942521,0.5186143053236435,0.5999440332239165,-0.1788864854370127
2017-08-04,0.43887553251223843,0.3504651209578983,0.5531676725550352,-0.046776360668881356
2017-08-11,0.6815748532928647,0.17420628840157565,0.7750621577256414,0.22189448517060617
2017-08-18,0.9850259179321608,0.40784944858403016,0.4924790678363219,-0.28258308988931946
2017-08-25,0.4001702111152828,0.2550175284486676,0.8561585874959337,0.36367951965961176
2017-09-01,0.9306541407462223,0.3676939585777122,0.4787940043062955,-0.37736458318963817
2017-09-08,0.7087930311359938,0.7556811324692971,0.6189576073544283,0.1401636030481328
2017-09-15,0.5163107657737609,0.41204294117158996,0.3196260460658857,-0.2993315612885426
2017-09-22,1.0744624006128058,0.3417576803912919,0.3044071646460004,-0.015218881419885255
2017-09-29,0.9486702411155464,0.2643094877683569,1.2602276867505426,0.9558205221045422
2017-10-06,0.3813057255204261,0.35807248044678663,0.44927367021382136,-0.8109540165367213
2017-10-13,0.5290147179913425,0.39654523512841594,1.2151695119433303,0.765895841729509
2017-10-20,0.6566802962400502,-0.22043187385344354,0.8452167322234811,-0.3699527797198492
2017-10-27,0.6429751975770045,0.26894997128925485,0.5662151820682206,-0.2790015501552605
2017-11-03,0.9036096294673881,-0.3323087114346113,0.5175294449013088,-0.048685737166911824
2017-11-10,0.4984596774016796,-0.21271592592951444,0.5064447458496046,-0.011084699051704172
2017-11-17,0.43273764667591136,-0.25799802538498995,0.8662764066733095,0.3598316608237049
2017-11-24,0.6515808175939958,0.28460215593834154,0.5467623411452655,-0.31951406552804407
2017-12-01,0.43503333565979874,0.2874731644066688,0.7782783259115889,0.2315159847663234
2017-12-08,0.6432060748907168,-0.17052899798725793,0.24928354172353206,-0.5289947841880568
2017-12-15,0.4912767691315427,0.10592179946519903,0.2534300838849981,0.004146542161466038
2017-12-22,0.3189903275697783,-0.09736617698098957,-0.0432739634514151,-0.2967040473364132
2017-12-29,0.5607191344050324,-0.14810029807256023,0.828250260693657,0.8715242241450721
2018-01-05,0.3272166479196023,0.051901005048850646,0.46265558510563964,-0.3655946755880174
2018-01-12,-0.03951161889169477,-0.39499708096680897,0.16802926423200226,-0.2946263208736374
2018-01-19,0.23928186901891182,-0.3785395716510413,0.586812634466862,0.4187833702348598
2018-01-26,-0.1763312644765818,-0.32136922714755073,0.6523087325777908,0.06549609811092871
2018-02-02,0.252637285644643,-0.2726424789259916,0.036468382984329306,-0.6158403495934615
2018-02-09,-0.04867843209431344,-0.4778299523612923,0.3866775824582529,0.3502091994739236
2018-02-16,-0.3762468494279603,-0.8729923990648256,0.30451554588027463,-0.08216203657797827
2018-02-23,0.3803354878735621,-0.7569726685066002,1.1438662863130409,0.8393507404327663
2018-03-02,-0.2847856491001226,-0.4554996324341061,0.2323594995043486,-0.9115067868086923
2018-03-09,-0.4312576226535838,-0.6618928103671183,0.4440503958164349,0.21169089631208632
2018-03-16,-0.8086144040865018,-0.39377061602708113,0.11042781798188678,-0.33362257783454813
2018-03-23,-0.13927793224623458,-0.5796308569881032,0.5008962173602095,0.39046839937832273
2018-03-30,0.17570867771302123,-0.1790168436227516,-0.2622507209463342,-0.7631469383065437
2018-04-06,-0.12698008167800764,-0.8166477651342198,0.17758721888904708,0.43983793983538133
2018-04-13,-0.1966309743103252,-0.5205110226140154,0.15214877161661336,-0.025438447272433717
2018-04-20,-0.3829179687087958,-0.39380990345670736,0.6086458289443967,0.45649705732778334
2018-04-27,-0.4586187252159508,-0.2840942866225759,0.5407947835791381,-0.06785104536525854
2018-05-04,-0.5766711828374677,-0.532411615423604,0.3206972740071618,-0.22009750957197632
2018-05-11,-0.47161082829169104,-0.2616713463805329,0.5771975747072093,0.25650030070004753
2018-05-18,-0.8408616713253854,-0.2370092906243061,0.07089737075998118,-0.5063002039472282
2018-05-25,-0.4464197392740757,-0.40993598590525027,0.024621541727400026,-0.04627582903258115
2018-06-01,-0.4536968860490074,-0.023111066086345326,0.6212013963778574,0.5965798546504574
2018-06-08,-1.0085740603007458,-0.04741493494916956,0.4159957561364057,-0.20520564024145171
2018-06-15,-0.8532960958053216,-0.0032055844665503375,-0.36120537187673907,-0.7772011280131448
2018-06-22,-0.7633584774346598,0.31025381883286995,0.5755785008001811,0.9367838726769202
2018-06-29,-0.619107672713523,0.4098032626649549,-0.005087332138233702,-0.5806658329384149
2018-07-06,-1.1642539081615775,0.0021836348978040987,-0.2942833916169998,-0.2891960594787661
2018-07-13,-0.5637114625263349,0.24171664926005104,0.2832011124744891,0.5774845040914889
2018-07-20,-0.8256007676349715,0.4037333830957983,-0.38230594869958695,-0.6655070611740761
2018-07-27,-0.7132341795981408,0.19879994191760283,0.25580909071257957,0.6381150394121665
2018-08-03,-0.5305076791410807,0.7193772380611729,-0.06913343818963867,-0.32494252890221825
2018-08-10,-0.5770704493419644,0.20322867383875076,-0.29536025344372463,-0.22622681525408594
2018-08-17,-0.28010459672602805,0.6644794977756976,-0.07386718363740309,0.22149306980632155
2018-08-24,-0.7578613432609693,0.5720196019230981,-0.5248915962574224,-0.45102441262001935
2018-08-31,-0.9363431119500019,0.8696924058040902,-0.5757341014590607,-0.050842505201638244
2018-09-07,-1.135528192381045,0.455759862288682,-0.5830908195393011,-0.00735671808024041
2018-09-14,-0.7211438821038164,0.3575408327079226,-0.0681587410636218,0.5149320784756792
2018-09-21,-0.6759687616569549,0.6806439921982417,-0.3800979654847374,-0.3119392244211156
2018-09-28,-0.6229638094954193,0.1674165754856991,-0.09827555293805398,0.2818224125466834
2018-10-05,-0.48570828552575335,0.3354601254681661,-0.04466449579332821,0.05361105714472578
2018-10-12,-1.2014613809055703,0.7014516574199077,-0.030032662064571836,0.014631833728756372
2018-10-19,-0.25118968008556314,0.3346738228340489,-0.6495939085426994,-0.6195612464781275
2018-10-26,-0.18794965804584257,0.23306689477821604,-0.0708987417771858,0.5786951667655136
2018-11-02,-0.9635180139503734,0.2710666092873605,-0.3346199755341461,-0.26372123375696027
2018-11-09,-0.5290030510533591,0.07583210676256597,0.3494127307132453,0.6840327062473914
2018-11-16,-0.2657060130300611,0.3055746996527709,-0.3026170611595031,-0.6520297918727485
2018-11-23,-0.5052887962602282,0.11564398624699183,-0.5196841222391722,-0.21706706107966905
2018-11-30,-0.6933231427763547,0.06587549639026853,-0.6215797685285372,-0.1018956462893651
2018-12-07,-0.6612122165249377,0.21566369031907845,-0.5338851586911875,0.08769460983734978
2018-12-14,-0.39531852563349135,-0.05061816678083437,-0.7355562730672501,-0.20167111437606267
2018-12-21,-0.3803279795363037,-0.2746473475785733,-0.9190904077680776,-0.18353413470082747
