variable,horizon_weeks,model,n_origins,eff_independent_n,mean_crps,delta_vs_RW_equal,improvement_pct,dm_stat,dm_pvalue,hac_lag,boot_lo,boot_hi,significant_5pct
BRENT,4,VECM_equal,85,85.0,0.037786083347096135,0.000413120047256204,-1.1053981562601198,0.3495463097688802,0.7275540248861703,0,-0.0019186854549113558,0.0029126390586772704,False
BRENT,4,CTSF_time,85,85.0,0.03787896773623554,0.0005060044363956011,-1.3539318044865116,0.4810648583643301,0.6317211340930404,0,-0.0016678218766071947,0.002718267316125248,False
BRENT,4,VECM_time,85,85.0,0.03791799515023803,0.0005450318503981008,-1.4583586696761477,0.4465254966779425,0.6563667451545983,0,-0.0018616918433205724,0.003097905545060465,False
BRENT,4,AR_macro,85,85.0,0.03792592498337922,0.0005529616835392799,-1.4795767707872756,0.5861003645501122,0.5593796801971476,0,-0.0014429098057140973,0.002414314295749757,False
BRENT,4,AR_equal,85,85.0,0.037934342621511186,0.0005613793216712495,-1.5021001068803588,0.6785807054596954,0.49926883494318597,0,-0.0011865290316415594,0.00214821547132775,False
BRENT,4,CTS_equal,85,85.0,0.03794438866034421,0.000571425360504291,-1.5289806053637898,0.5106974802659219,0.6109024713467743,0,-0.0017997929222708477,0.0029372909312569326,False
BRENT,4,CTS_macro,85,85.0,0.03795149772145315,0.0005785344216132167,-1.5480025412266225,0.4779559569438411,0.6339230477368991,0,-0.0019396503188852648,0.0031118420108160153,False
BRENT,4,VARL_time,85,85.0,0.03805860993897044,0.0006856466391305108,-1.8346060322528588,0.5390253190814467,0.5912951709491547,0,-0.0018480026334666757,0.0033093337234922074,False
BRENT,4,AR_macro_nc,85,85.0,0.038069756575645215,0.0006967932758052759,-1.8644314346041349,0.8707598224807901,0.38636704848904824,0,-0.0010022063464079148,0.002428611167313652,False
BRENT,4,AR_time,85,85.0,0.03813347497370034,0.0007605116738604214,-2.034924733580512,0.8353645148625147,0.4058822765762411,0,-0.0011180126454310095,0.002528654044357646,False
BRENT,4,CTS_time,85,85.0,0.038142325816989966,0.0007693625171500364,-2.0586072101842907,0.6539765717219043,0.5149133221896967,0,-0.0016970908098284966,0.003220325421827177,False
BRENT,12,VECM_macro,85,28.3,0.060394534371802984,-0.0012094038376159436,1.9631924074474643,-0.5516368522107824,0.5826617383004109,2,-0.005430407108653143,0.0030127390324960843,False
BRENT,12,VECM_equal,85,28.3,0.06054747871972756,-0.0010564594896913736,1.7149220007655928,-0.4916540279899096,0.6242462535163575,2,-0.0050110153700102435,0.0029577341286831644,False
BRENT,12,VECM_time,85,28.3,0.06068666357386493,-0.0009172746355539666,1.4889870067004052,-0.42801576407421565,0.6697350507188595,2,-0.004998692527244209,0.0031682252532728465,False
BRENT,12,VARL_equal,85,28.3,0.060854167517124275,-0.0007497706922946212,1.21708240428696,-0.26293843062804567,0.7932418851741778,2,-0.005811911746146495,0.004841261317461716,False
BRENT,12,VARL_time,85,28.3,0.06096017578421591,-0.000643762425202997,1.04500206304113,-0.2330603514082956,0.8162815163991648,2,-0.00565216823505152,0.004607349567312833,False
BRENT,12,CTSF_equal,85,28.3,0.06118951279311815,-0.00041442541630077896,0.6727255242870351,-0.11008157469539205,0.9126072556936737,2,-0.007479594191326938,0.0069506495840995376,False
BRENT,12,CTSF_macro,85,28.3,0.06120309700328713,-0.0004008412061317841,0.6506746448078617,-0.10997357031688296,0.9126926500183485,2,-0.0074494725216357645,0.006664156289089849,False
BRENT,12,CTSF_time,85,28.3,0.06125383114875334,-0.00035010706066559337,0.5683192841915687,-0.0962588881930321,0.9235442464157975,2,-0.007169686937047889,0.006687924862739013,False
BRENT,12,RW_equal,85,28.3,0.061603938209418924,0.0,0.0,,,2,0.0,0.0,False
BRENT,12,CTS_equal,85,28.3,0.06181043793697112,0.0002064997275522109,-0.33520540009993255,0.05000869376653692,0.9602341821965124,2,-0.007644772914867833,0.008262780866815402,False
BRENT,12,CTS_macro,85,28.3,0.06182720696317484,0.00022326875375593274,-0.3624261049625247,0.05566331052621243,0.9557422133341462,2,-0.007483912091629984,0.008073787860362364,False
BRENT,12,FHS_equal,85,28.3,0.06182943771942187,0.00022549951000295956,-0.36604723100067804,0.06689415891816468,0.9468249268725724,2,-0.006362520349968798,0.0068133086344212435,False
BRENT,12,CTS_time,85,28.3,0.0618789727622614,0.0002750345528424839,-0.44645612088550246,0.06869241113167229,0.9453977156669169,2,-0.007231157616036345,0.008023859530010407,False
BRENT,12,FHS_macro,85,28.3,0.062198922049634876,0.0005949838402159652,-0.9658211106461092,0.1679089530113135,0.8670585132008797,2,-0.006235480783339803,0.007368091802964423,False
BRENT,12,FHS_time,85,28.3,0.06225197358022786,0.0006480353708089368,-1.05193821960859,0.1800021354268766,0.8575844224566169,2,-0.006409836110955919,0.007387208534880806,False
BRENT,12,AR_macro,85,28.3,0.06264440526537238,0.001040467055953475,-1.6889619173638666,0.29594960637218237,0.7679989693572149,2,-0.005884356344782843,0.007664395194719397,False
BRENT,12,AR_equal,85,28.3,0.06264579609075137,0.001041857881332482,-1.6912196064328076,0.3041609900380473,0.7617574521985815,2,-0.0056503040864371015,0.007599906525523497,False
BRENT,12,AR_time,85,28.3,0.06278300949424195,0.001179071284823042,-1.913954398199101,0.33181059904081694,0.7408587576211181,2,-0.005726617768398116,0.007860997726213582,False
BRENT,12,AR_macro_nc,85,28.3,0.06391386806647403,0.002309929857055122,-3.7496464092971467,0.6897226037798876,0.4922697320886813,2,-0.0038954622138990132,0.008959672901589314,False
BRENT,20,VECM_equal,85,17.0,0.07526292450486004,-0.0018846227619078164,2.4428809841368118,-0.5725133046344018,0.5685034931399302,4,-0.007942648251883327,0.004148275709701816,False
BRENT,20,VECM_time,85,17.0,0.07539745495105551,-0.0017500923157123557,2.2685002669763743,-0.53705636079399,0.592648438015299,4,-0.007927384107359974,0.0040493012220690775,False
BRENT,20,VECM_macro,85,17.0,0.07546850067039591,-0.001679046596371959,2.1764095630493525,-0.5151666153624986,0.6077896822537447,4,-0.007895660896213918,0.004116705995295931,False
BRENT,20,VARL_time,85,17.0,0.07586013939041823,-0.0012874078763496324,1.66876060479009,-0.260911630572596,0.794799248215571,4,-0.010065810648107977,0.008251334024617992,False
BRENT,20,VARL_equal,85,17.0,0.07598046124734992,-0.0011670860194179656,1.5127973095272802,-0.22696293764588837,0.8210040082230006,4,-0.010061359337841816,0.00890147200860504,False
BRENT,20,RW_equal,85,17.0,0.07714754726676787,0.0,0.0,,,4,0.0,0.0,False
BRENT,20,CTSF_time,85,17.0,0.07828432769583914,0.0011367804290712664,-1.4735146733056916,0.13750698968217467,0.890959139558108,4,-0.014368020819074217,0.016548916890517892,False
BRENT,20,CTSF_macro,85,17.0,0.07838616184798732,0.0012386145812194433,-1.6055138822968038,0.14833693277499127,0.882432384962436,4,-0.014384914351670068,0.016763675509486008,False
BRENT,20,CTSF_equal,85,17.0,0.0783975262860994,0.0012499790193315175,-1.6202446657302565,0.14483763111598044,0.8851860286611735,4,-0.014522029689523389,0.017421574006535243,False
BRENT,20,CTS_time,85,17.0,0.07924477695819555,0.0020972296914276863,-2.718465804461277,0.23665802152532137,0.8134982648315421,4,-0.014650155770115688,0.01841541181126312,False
BRENT,20,CTS_macro,85,17.0,0.07933535162404688,0.0021878043572790148,-2.83587027039735,0.24439209197197914,0.8075231397952072,4,-0.014613998099330226,0.01879952858307133,False
BRENT,20,CTS_equal,85,17.0,0.07935449938714739,0.002206952120379519,-2.860689935803302,0.2388436713537707,0.8118085564632067,4,-0.014789498505623491,0.019448402976835,False
BRENT,20,FHS_equal,85,17.0,0.0794608346882018,0.00231328742143392,-2.998523612727219,0.28480174246050677,0.776497014375209,4,-0.013025762466277423,0.0166909695492357,False
BRENT,20,AR_equal,85,17.0,0.07987364956714109,0.002726102300373225,-3.533621478524332,0.3331133325196089,0.7398787446228807,4,-0.01286171383894588,0.01735289675879647,False
BRENT,20,FHS_time,85,17.0,0.07989222110750738,0.0027446738407395093,-3.5576942339446305,0.33289021051036144,0.7400465631371951,4,-0.012741291491434405,0.017390680372523438,False
BRENT,20,AR_macro_nc,85,17.0,0.07991513350381987,0.0027675862370520124,-3.5873936827595982,0.36529070598943597,0.7158126058904142,4,-0.01033314125348815,0.016934343199695022,False
BRENT,20,FHS_macro,85,17.0,0.07992893261734772,0.002781385350579854,-3.6052803350469778,0.33351628764350166,0.739575698753608,4,-0.013137139393657704,0.017625908739862996,False
BRENT,20,AR_macro,85,17.0,0.08019015443502467,0.0030426071682567875,-3.943880623626042,0.3710720171161321,0.7115181217249433,4,-0.012662504277096266,0.017283992743377583,False
BRENT,20,AR_time,85,17.0,0.08019863690780141,0.003051089641033524,-3.9548757531891465,0.3764190574679228,0.7075544964810996,4,-0.012565129534898658,0.017248451307127557,False
SPREAD,1,CTSF_time,85,85.0,0.010620645954175162,-0.0007949436659164717,6.963667163694779,-2.224844739010487,0.028772543477011192,0,-0.0014073223884389801,-0.0001772078393552028,True
SPREAD,1,CTSF_macro,85,85.0,0.010633634286616293,-0.0007819553334753419,6.849890014433292,-2.1980222929291235,0.030698840350741774,0,-0.001373508138892133,-0.00017475048658151105,True
SPREAD,1,CTSF_equal,85,85.0,0.010640052492991917,-0.000775537127099717,6.793666844284218,-2.2114769423404663,0.029718917321043037,0,-0.0013510000590447662,-0.00018104492409180863,True
SPREAD,1,CTS_equal,85,85.0,0.010751048240036,-0.0006645413800556327,5.8213495944705995,-2.0045857439055275,0.04822850818032309,0,-0.0012345662784781235,-7.744372355787559e-05,True
SPREAD,1,CTS_time,85,85.0,0.010753911724759986,-0.0006616778953316455,5.796265610031061,-1.9236323673188456,0.057787842910901555,0,-0.001278544447722201,-2.544456041520881e-05,False
SPREAD,1,CTS_macro,85,85.0,0.010769141800277176,-0.0006464478198144569,5.662850902389642,-1.8982004477212362,0.061103978414526416,0,-0.0012454594002662019,-3.320002865129345e-05,False
SPREAD,1,VARL_time,85,85.0,0.010831945141665314,-0.0005836444784263192,5.112696740596689,-1.4974641716990014,0.13802091846459574,0,-0.0012784333198939293,0.0001441511942038524,False
SPREAD,1,VARL_equal,85,85.0,0.010843225404836707,-0.0005723642152549253,5.013882193588623,-1.4723436209117648,0.1446651339266387,0,-0.0012533153147195621,0.00012833151646544244,False
SPREAD,1,VECM_time,85,85.0,0.010916920862007597,-0.0004986687580840345,4.3683136366988,-1.2416912504633513,0.21780645514150065,0,-0.001208788304215111,0.00025489398445045314,False
SPREAD,1,VECM_macro,85,85.0,0.01091705234036445,-0.0004985372797271828,4.367161892800952,-1.2428838439058856,0.21736882290065274,0,-0.001216854087878373,0.00025026918044482446,False
SPREAD,1,VECM_equal,85,85.0,0.010930869174971904,-0.0004847204451197279,4.246127105573349,-1.2210114482061516,0.2254978544676911,0,-0.001193091392780254,0.00023999761722320553,False
SPREAD,1,AR_equal,85,85.0,0.011323904399450007,-9.168522064162623e-05,0.8031579943996785,-1.3364766916120334,0.1850024152329277,0,-0.00023742439674087837,2.7158177238135314e-05,False
SPREAD,1,AR_macro,85,85.0,0.011336577378290887,-7.901224180074645e-05,0.6921433270663745,-1.0314430362003404,0.3052937736860639,0,-0.00023975018039765084,6.069227609716635e-05,False
SPREAD,1,AR_time,85,85.0,0.011367710678914783,-4.7878941176849806e-05,0.4194171547002855,-0.5902664436722961,0.5565966851032655,0,-0.0002143424704856988,0.00010654877462927412,False
SPREAD,1,RW_equal,85,85.0,0.011415589620091633,0.0,0.0,,,0,0.0,0.0,False
SPREAD,1,AR_macro_nc,85,85.0,0.011441084923048593,2.5495302956959713e-05,-0.22333759188476848,0.29656860893693904,0.767527922324734,0,-0.00015171772627424324,0.0001922881526728547,False
SPREAD,1,FHS_macro,85,85.0,0.011626957315624672,0.00021136769553304065,-1.851570550162638,1.7661270329737337,0.08100776758353234,0,-2.7377894735733998e-05,0.0004546181530573435,False
SPREAD,1,FHS_equal,85,85.0,0.011631419088686755,0.00021582946859512094,-1.890655461328587,1.794173302695913,0.07638344137673592,0,-2.0491251524474447e-05,0.0004605311178225538,False
SPREAD,1,FHS_time,85,85.0,0.01167248698209411,0.00025689736200247695,-2.2504081747151594,2.0275913691340484,0.04577199956107636,0,1.4738507242430545e-05,0.0005221116093641172,True
SPREAD,4,CTS_time,85,85.0,0.016250793690470205,-0.002222916437538282,12.032864119525518,-2.807914790834954,0.0061986961878310876,0,-0.0035152675303289347,-0.0008764120595995568,True
SPREAD,4,CTS_equal,85,85.0,0.01625523690338994,-0.0022184732246185493,12.008812573361018,-2.8692502623900396,0.005203017119000064,0,-0.003482555189225742,-0.0009165695259220208,True
SPREAD,4,CTS_macro,85,85.0,0.01626489412681535,-0.002208816001193142,11.956537078300782,-2.8004671343486587,0.006330816156366215,0,-0.0035253580049108965,-0.0008634017537466721,True
SPREAD,4,CTSF_macro,85,85.0,0.016366628989249846,-0.0021070811387586433,11.405836316355538,-2.667308099262553,0.009172178384522667,0,-0.003489011006438168,-0.0007717156119145649,True
SPREAD,4,CTSF_time,85,85.0,0.01636746762324628,-0.0021062425047622068,11.401296708498625,-2.6588259598173503,0.009387523253873153,0,-0.0034821244886006067,-0.0008015204052655894,True
SPREAD,4,CTSF_equal,85,85.0,0.01639825082574147,-0.0020754593022670196,11.234664222214676,-2.6736487927079753,0.009014142778036138,0,-0.0034265484638785425,-0.0007699367281967968,True
SPREAD,4,VARL_equal,85,85.0,0.016738840677689753,-0.0017348694503187333,9.391018037510802,-1.8685563820519948,0.06517043323427774,0,-0.00329132262758872,-0.0001070172312390977,False
SPREAD,4,VECM_equal,85,85.0,0.016821131784693726,-0.0016525783433147616,8.945568225676798,-1.7922233025720586,0.07669771510639967,0,-0.003185910871133263,-4.240739300488368e-05,False
SPREAD,4,VARL_time,85,85.0,0.016827559810877593,-0.0016461503171308937,8.910772691161393,-1.7438813476409,0.08483813002672913,0,-0.0032498571805097023,3.367099013496027e-05,False
SPREAD,4,VECM_time,85,85.0,0.016837548904791343,-0.0016361612232171435,8.85670074868458,-1.7441888240628625,0.08478418829817524,0,-0.0032306714474431082,1.6893831923268652e-05,False
SPREAD,4,VECM_macro,85,85.0,0.016868584992925692,-0.0016051251350827954,8.688699367698883,-1.7166035623330211,0.08973718903438299,0,-0.0032028791304817466,5.9524416402136304e-05,False
SPREAD,4,RW_equal,85,85.0,0.01847371012800849,0.0,0.0,,,0,0.0,0.0,False
SPREAD,4,AR_macro,85,85.0,0.018537439190247706,6.372906223921863e-05,-0.3449716478044894,0.5591902516909687,0.5775197687407227,0,-0.0001362568018290335,0.0002652269344549655,False
SPREAD,4,AR_time,85,85.0,0.01854484403046738,7.113390245889297e-05,-0.3850547722465443,0.7040803640263723,0.4833300530127831,0,-0.0001141187407623433,0.0002778804573541227,False
SPREAD,4,AR_equal,85,85.0,0.0185839612649653,0.00011025113695680821,-0.5968001889866966,1.1971115380894346,0.23463058327207564,0,-4.6443732926453126e-05,0.00028811025511216794,False
SPREAD,4,AR_macro_nc,85,85.0,0.018959673155135928,0.0004859630271274412,-2.6305654021855442,2.853282122292139,0.005447005897840196,0,0.00018986575509293514,0.0007963013555145717,True
SPREAD,4,FHS_macro,85,85.0,0.019004126500576833,0.000530416372568345,-2.8711957094323166,2.4613184298823207,0.015889269251904148,0,0.00011523648123625964,0.00100816884649933,True
SPREAD,4,FHS_time,85,85.0,0.019051233408052006,0.000577523280043515,-3.12619000753897,2.6084213594604,0.010764610254600182,0,0.00014298406934616824,0.0010923289701548259,True
SPREAD,4,FHS_equal,85,85.0,0.019065764662736507,0.0005920545347280188,-3.204849110576803,2.6765119562658843,0.008943595624775202,0,0.0001537933906128656,0.0011056716599618659,True
SPREAD,12,CTS_time,85,28.3,0.01975885282280884,-0.007725821427847552,28.109561559249833,-5.030193952337485,2.7417401577967127e-06,2,-0.010585548122656198,-0.00473438295543921,True
SPREAD,12,CTS_equal,85,28.3,0.019840546380348233,-0.007644127870308158,27.81232842927216,-4.954392422946032,3.7103450851727615e-06,2,-0.010559754134344169,-0.004583401586133719,True
SPREAD,12,CTS_macro,85,28.3,0.019842076300996343,-0.007642597949660044,27.806761979278402,-4.954783890497551,3.7045735019614057e-06,2,-0.010518836919279455,-0.004636344378546679,True
SPREAD,12,CTSF_time,85,28.3,0.020423379966484863,-0.007061294284171527,25.69175177327373,-5.0612837682187815,2.4202795234629093e-06,2,-0.009685671669011223,-0.0043703223421963176,True
SPREAD,12,CTSF_macro,85,28.3,0.02050335076748515,-0.006981323483171241,25.400786705720215,-4.9682665814007585,3.5110513207925464e-06,2,-0.009603238175419132,-0.0042512819784137545,True
SPREAD,12,CTSF_equal,85,28.3,0.020521953690174108,-0.006962720560482282,25.33310199343546,-4.906585167909434,4.485246189567249e-06,2,-0.009650542473892345,-0.004213607029129864,True
SPREAD,12,VARL_equal,85,28.3,0.020569438040380257,-0.006915236210276128,25.16033534620108,-3.802366104920989,0.0002708137466183036,2,-0.010280429904701774,-0.003290997209108871,True
SPREAD,12,VECM_equal,85,28.3,0.020578668098420818,-0.006906006152235576,25.126752783219313,-3.813004556048287,0.00026107139421527314,2,-0.010267707015557908,-0.0032404062565066787,True
SPREAD,12,VECM_time,85,28.3,0.02059654459882896,-0.0068881296518274295,25.061711079449744,-3.7425273124744685,0.00033240510687759794,2,-0.010334566969576882,-0.0031820197780115184,True
SPREAD,12,VARL_time,85,28.3,0.020596868906787642,-0.0068878053438687446,25.060531120190543,-3.7187937135208915,0.0003603534526603891,2,-0.010321646346304163,-0.003174594483203282,True
SPREAD,12,VECM_macro,85,28.3,0.020716017469879486,-0.006768656780776902,24.627022023429106,-3.6539167310501863,0.0004486141426960355,2,-0.010194473730513853,-0.0030250424579946903,True
SPREAD,12,RW_equal,85,28.3,0.02748467425065638,0.0,0.0,,,2,0.0,0.0,False
SPREAD,12,AR_time,85,28.3,0.027978578811886406,0.0004939045612300206,-1.7970180644154035,2.823073430313437,0.005937558355295192,2,0.00017056522272396464,0.0008263294089105784,True
SPREAD,12,AR_equal,85,28.3,0.02815643931767957,0.000671765067023185,-2.4441441833975674,4.926682721263322,4.141953324543479e-06,2,0.0004142288010950365,0.000933536450115858,True
SPREAD,12,AR_macro,85,28.3,0.028181296261132114,0.0006966220104757237,-2.5345834704920898,4.32606738618813,4.1595175328312806e-05,2,0.0003763574634503418,0.0010118135602308412,True
SPREAD,12,FHS_time,85,28.3,0.02888003734051911,0.001395363089862722,-5.076876942899932,3.6490490517975154,0.00045600553970492896,2,0.0006902862480639354,0.0021713431486003365,True
SPREAD,12,FHS_macro,85,28.3,0.029049284899771915,0.001564610649115522,-5.692665792021048,4.292877143803737,4.702926800392859e-05,2,0.0009138563841000775,0.0022982372403485564,True
SPREAD,12,FHS_equal,85,28.3,0.02909828521625294,0.001613610965596551,-5.87094811777885,4.819823931337853,6.313609705710377e-06,2,0.001016848880857919,0.0022683166338891177,True
SPREAD,12,AR_macro_nc,85,28.3,0.029791093927116,0.0023064196764596106,-8.39165731209107,5.346251885396845,7.592607262907336e-07,2,0.0015154773411660963,0.0031164844577652945,True
SPREAD,20,CTS_equal,85,17.0,0.020220439282628743,-0.012221120724083176,37.67118696374253,-6.389453093636507,8.838897169738402e-09,4,-0.01610629078672614,-0.008401353952588453,True
SPREAD,20,CTS_macro,85,17.0,0.02034322403164743,-0.012098335975064486,37.29270717117619,-6.360864629457549,1.002234806257718e-08,4,-0.015939562961203694,-0.008330353606803929,True
SPREAD,20,CTS_time,85,17.0,0.020348142363279653,-0.012093417643432264,37.277546582008455,-6.388268321410889,8.885075342135451e-09,4,-0.015925988831369652,-0.00828659203291246,True
SPREAD,20,VECM_equal,85,17.0,0.020907910437292728,-0.011533649569419185,35.55208062446121,-5.262303528580034,1.0714950420265268e-06,4,-0.015882579155651808,-0.007101727702791278,True
SPREAD,20,VECM_time,85,17.0,0.020964124509448727,-0.011477435497263192,35.3788026682089,-5.214335308045307,1.3031672128072103e-06,4,-0.01586944157567372,-0.007021142618655763,True
SPREAD,20,VECM_macro,85,17.0,0.020976833515720134,-0.011464726490991782,35.33962759071947,-5.221722595204283,1.2645353271167892e-06,4,-0.015827704426171436,-0.007015811266043439,True
SPREAD,20,VARL_equal,85,17.0,0.020997707835781122,-0.011443852170930791,35.27528321253091,-5.22301198642317,1.2579083408237324e-06,4,-0.015811764879870904,-0.0070354408665642895,True
SPREAD,20,VARL_time,85,17.0,0.021025808976903416,-0.011415751029808501,35.18866240540425,-5.181729367437077,1.4879389360622497e-06,4,-0.015875914413495205,-0.0069934071127767785,True
SPREAD,20,CTSF_equal,85,17.0,0.021078077550749977,-0.01136348245596194,35.02754631284968,-6.179910771846812,2.211040972532885e-08,4,-0.014766612097291338,-0.007590708082746375,True
SPREAD,20,CTSF_macro,85,17.0,0.021160802692874833,-0.011280757313837085,34.772548889459,-6.1743591034466085,2.2651065911816204e-08,4,-0.014658974690352253,-0.007607682709583325,True
SPREAD,20,CTSF_time,85,17.0,0.02116845149285749,-0.011273108513854423,34.74897172491737,-6.222678120714649,1.835140239769828e-08,4,-0.014588994641853351,-0.00759844198856706,True
SPREAD,20,RW_equal,85,17.0,0.03244156000671191,0.0,0.0,,,4,0.0,0.0,False
SPREAD,20,AR_macro,85,17.0,0.03298692867004569,0.0005453686633337672,-1.6810802662416622,2.355209000109108,0.02084344539594496,4,0.00012674104644733527,0.0009777875994108824,True
SPREAD,20,AR_equal,85,17.0,0.033042104580170324,0.0006005445734584036,-1.8511581235124517,2.767098702816298,0.006955017311983669,4,0.0001991654138878276,0.000997878799810585,True
SPREAD,20,AR_time,85,17.0,0.033071485428292295,0.0006299254215803865,-1.941723583730432,3.3525988131702724,0.0012021918027778078,4,0.00026838602527159565,0.000979448244221619,True
SPREAD,20,FHS_macro,85,17.0,0.034394716521801476,0.0019531565150895584,-6.020538206810871,3.5265848737395853,0.0006848436934281388,4,0.0009416174878420599,0.0030544283866175133,True
SPREAD,20,FHS_equal,85,17.0,0.03441688128306872,0.0019753212763568054,-6.0888603259156735,4.127148051003351,8.613516867961302e-05,4,0.0011608362592820897,0.0029300963898825183,True
SPREAD,20,FHS_time,85,17.0,0.03454778753314955,0.0021062275264376357,-6.492374367946167,3.765961744212846,0.00030684277029657814,4,0.0011045796972059378,0.0032533715275140144,True
SPREAD,20,AR_macro_nc,85,17.0,0.03588739094316727,0.003445830936455352,-10.62165609712494,4.134290081137938,8.394129896882596e-05,4,0.0019524578891516359,0.005316362441760571,True
WTI,1,FHS_equal,85,85.0,0.019045926981196497,-0.0005348438966784544,2.7314751804934847,-1.5809131097716536,0.11765623070456988,0,-0.0012288581264798622,0.00011685716407332719,False
WTI,1,FHS_macro,85,85.0,0.01919364671840081,-0.00038712415947413445,1.9770629148802517,-0.9801989836720979,0.32980261560170754,0,-0.0012021892820457277,0.00035573585918368295,False
