model,variable,horizon_weeks,n,pit_mean,pit_var,ks_uniform_stat,ks_uniform_pvalue_descriptive
CTSF_equal,SPREAD,4,85,0.4675372549019608,0.08232157696856521,0.08192156862745092,0.5893585857527299
CTSF_equal,SPREAD,12,85,0.4279450980392158,0.09333335673825084,0.164156862745098,0.018064316086311327
CTSF_equal,SPREAD,20,85,0.42389019607843137,0.09614665446623094,0.1895686274509804,0.0037835199862174796
CTSF_equal,WTI,1,85,0.5010901960784313,0.09145926822284468,0.062274509803921574,0.8759969232751088
CTSF_equal,WTI,4,85,0.44688627450980406,0.07538209934640522,0.15011764705882347,0.03886002336591534
CTSF_equal,WTI,12,85,0.4170039215686275,0.07372428173046995,0.17650980392156868,0.008693398113552504
CTSF_equal,WTI,20,85,0.3955921568627451,0.07325843485838782,0.18976470588235295,0.0037348274800658105
CTSF_macro,BRENT,1,85,0.49774117647058813,0.08888610681605977,0.051686274509803926,0.9682074493359152
CTSF_macro,BRENT,4,85,0.45607058823529417,0.0815350478680361,0.15352941176470591,0.03246512101185927
CTSF_macro,BRENT,12,85,0.4379686274509803,0.07414493022097728,0.14137254901960783,0.06047575403589083
CTSF_macro,BRENT,20,85,0.4102666666666665,0.07361293333333334,0.18313725490196076,0.005742717285744088
CTSF_macro,SPREAD,1,85,0.5199686274509803,0.08791370270774977,0.08756862745098037,0.5044506647521649
CTSF_macro,SPREAD,4,85,0.4717176470588236,0.08290906218487393,0.07811764705882351,0.6483918444300919
CTSF_macro,SPREAD,12,85,0.42963137254901945,0.09379649212573916,0.17549019607843136,0.009253224735526443
CTSF_macro,SPREAD,20,85,0.42654117647058826,0.0983894443821973,0.17062745098039217,0.012398238150146157
CTSF_macro,WTI,1,85,0.49370980392156866,0.09210510525988173,0.05721568627450979,0.9285157446480404
CTSF_macro,WTI,4,85,0.4439921568627451,0.07415160311235607,0.15011764705882347,0.03886002336591534
CTSF_macro,WTI,12,85,0.41570196078431376,0.07209643921568627,0.17780392156862745,0.008027101626348834
CTSF_macro,WTI,20,85,0.3942274509803922,0.07276633389355742,0.20172549019607844,0.001651350965862177
CTSF_time,BRENT,1,85,0.49936470588235293,0.08882581910986617,0.061254901960784286,0.8877251618722184
CTSF_time,BRENT,4,85,0.45710588235294114,0.08102712754435107,0.1435294117647059,0.05436078480821126
CTSF_time,BRENT,12,85,0.437435294117647,0.07389212175536881,0.14160784313725494,0.05978127046695564
CTSF_time,BRENT,20,85,0.4093098039215686,0.07187436451914099,0.18423529411764705,0.005353396524375194
CTSF_time,SPREAD,1,85,0.5191450980392157,0.08819323398692809,0.08356862745098037,0.5641430730090362
CTSF_time,SPREAD,4,85,0.4700862745098039,0.08346375437286027,0.081843137254902,0.5905662956559465
CTSF_time,SPREAD,12,85,0.4301333333333333,0.09320566984126984,0.1618431372549019,0.020592888495983053
CTSF_time,SPREAD,20,85,0.4261176470588236,0.09810719763460941,0.1695686274509804,0.013199178587544897
CTSF_time,WTI,1,85,0.49390588235294125,0.09152254130096481,0.060980392156862795,0.890789603820365
CTSF_time,WTI,4,85,0.445521568627451,0.07367147737317148,0.17074509803921567,0.012311999727198276
CTSF_time,WTI,12,85,0.41545098039215683,0.07123012885154062,0.19780392156862747,0.0021701758407812154
CTSF_time,WTI,20,85,0.3940470588235293,0.07175708770619359,0.20219607843137255,0.0015974961351008035
CTS_equal,BRENT,1,85,0.49958431372549017,0.0897702431372549,0.05529411764705883,0.9444820296579401
CTS_equal,BRENT,4,85,0.44828235294117635,0.08112418387799566,0.1495294117647059,0.04006704604728732
CTS_equal,BRENT,12,85,0.42621960784313717,0.07357022633053223,0.16113725490196085,0.021424590772957122
CTS_equal,BRENT,20,85,0.39968627450980393,0.07252808029878619,0.19066666666666665,0.0035181686405922614
CTS_equal,SPREAD,1,85,0.5384078431372548,0.08974687930283225,0.12062745098039218,0.15518093422705234
CTS_equal,SPREAD,4,85,0.5192705882352939,0.08118234522253345,0.07466666666666666,0.7020344519947732
CTS_equal,SPREAD,12,85,0.5062901960784314,0.08891360261437907,0.057411764705882384,0.9267578991104765
CTS_equal,SPREAD,20,85,0.5116392156862746,0.08964241854964208,0.08780392156862749,0.5010228628508409
CTS_equal,WTI,1,85,0.5078274509803922,0.09151963124805478,0.06427450980392158,0.8515039240142729
CTS_equal,WTI,4,85,0.45882352941176463,0.07551038779956427,0.13854901960784316,0.06936183871835658
CTS_equal,WTI,12,85,0.4285803921568627,0.0743274369125428,0.16313725490196085,0.01914233922259802
CTS_equal,WTI,20,85,0.40650196078431367,0.07437568154372862,0.16988235294117648,0.012957148301985282
CTS_macro,BRENT,1,85,0.4888862745098039,0.08929346442577031,0.06325490196078429,0.8642267292565187
CTS_macro,BRENT,4,85,0.4443450980392156,0.08154583716153127,0.16552941176470587,0.016698721427098176
CTS_macro,BRENT,12,85,0.42497254901960785,0.07361061960784314,0.16003921568627444,0.02277768441466583
CTS_macro,BRENT,20,85,0.3988313725490196,0.07265520535325243,0.19780392156862742,0.0021701758407812154
CTS_macro,SPREAD,1,85,0.5462274509803922,0.08808184712107064,0.1401960784313726,0.06405251265936472
CTS_macro,SPREAD,4,85,0.5247137254901962,0.08171109828820416,0.0728627450980392,0.7297167931661697
CTS_macro,SPREAD,12,85,0.507443137254902,0.08933939520697168,0.06423529411764706,0.8520019506563599
CTS_macro,SPREAD,20,85,0.5140156862745097,0.0915824230314348,0.08690196078431367,0.5142178659024976
CTS_macro,WTI,1,85,0.5007372549019606,0.09214167220666043,0.060941176470588276,0.8912240808055287
CTS_macro,WTI,4,85,0.45581176470588225,0.0744040593837535,0.13745098039215686,0.07310524031813806
CTS_macro,WTI,12,85,0.4287529411764706,0.07259547924058511,0.16313725490196085,0.01914233922259802
CTS_macro,WTI,20,85,0.4054352941176471,0.07358664027388732,0.18439215686274513,0.0052997916151907715
CTS_time,BRENT,1,85,0.49155294117647064,0.08904067077497665,0.06325490196078429,0.8642267292565187
CTS_time,BRENT,4,85,0.4452549019607841,0.08106515779645192,0.16219607843137257,0.020187898255009662
CTS_time,BRENT,12,85,0.42454901960784314,0.07299972673513848,0.15960784313725485,0.02332964211624219
CTS_time,BRENT,20,85,0.398164705882353,0.07122376619981326,0.19756862745098042,0.002205658038089865
CTS_time,SPREAD,1,85,0.5434196078431374,0.08805619881730473,0.1328627450980393,0.09064838242825335
CTS_time,SPREAD,4,85,0.5227607843137255,0.08184962066604418,0.0731372549019608,0.7255306383103663
CTS_time,SPREAD,12,85,0.5075372549019607,0.08843004257703081,0.05776470588235294,0.9235346457379137
CTS_time,SPREAD,20,85,0.5141803921568627,0.09150069193899783,0.08890196078431367,0.4851666584482919
CTS_time,WTI,1,85,0.5006509803921568,0.09091874049175228,0.060980392156862795,0.890789603820365
CTS_time,WTI,4,85,0.4581254901960784,0.07376289411764705,0.15541176470588236,0.0293479032647444
CTS_time,WTI,12,85,0.42731764705882347,0.07165893096794274,0.17980392156862746,0.007088129504085359
CTS_time,WTI,20,85,0.4045333333333333,0.0725831619047619,0.18862745098039224,0.004025460384577243
FHS_equal,BRENT,1,85,0.5039529411764706,0.09401407183317771,0.05631372549019603,0.9362966310702424
FHS_equal,BRENT,4,85,0.45403921568627453,0.08666184500466853,0.13470588235294118,0.0832183449673847
FHS_equal,BRENT,12,85,0.43432941176470596,0.07762364680983504,0.14015686274509798,0.06417477982939482
FHS_equal,BRENT,20,85,0.4105647058823529,0.07696233339558047,0.18666666666666665,0.004575703789719464
FHS_equal,SPREAD,1,85,0.518807843137255,0.088302075070028,0.06901960784313721,0.7868430729071814
FHS_equal,SPREAD,4,85,0.4953490196078432,0.06802087805788981,0.09874509803921572,0.3551794459899729
FHS_equal,SPREAD,12,85,0.48231372549019613,0.053709879240585116,0.13082352941176467,0.09950668353994106
FHS_equal,SPREAD,20,85,0.48577254901960776,0.0438388206660442,0.14011764705882357,0.06429724588349732
FHS_equal,WTI,1,85,0.4974588235294117,0.09078929623404919,0.060745098039215684,0.893383986737164
FHS_equal,WTI,4,85,0.45523137254901963,0.07720288366013073,0.11349019607843136,0.20723471072176097
FHS_equal,WTI,12,85,0.4224627450980391,0.07402274098972922,0.1901176470588235,0.0036486287290929107
FHS_equal,WTI,20,85,0.40253333333333335,0.07067266455026455,0.1876470588235294,0.004292507162616076
FHS_macro,BRENT,1,85,0.494956862745098,0.09319034335511983,0.04850980392156867,0.9825915745327622
FHS_macro,BRENT,4,85,0.44812549019607834,0.08873127507002801,0.1542745098039216,0.03119810398005846
FHS_macro,BRENT,12,85,0.42872156862745103,0.07925722975412389,0.14282352941176468,0.056300810384828405
FHS_macro,BRENT,20,85,0.40504313725490193,0.07761870314347961,0.19490196078431377,0.0026470406447132197
FHS_macro,SPREAD,1,85,0.5225882352941176,0.08782896732026144,0.07254901960784321,0.7344873062909059
FHS_macro,SPREAD,4,85,0.4985411764705882,0.06755204755680048,0.0976078431372549,0.36897241193252667
FHS_macro,SPREAD,12,85,0.486635294117647,0.054121099533146595,0.1184705882352941,0.16967959143523084
FHS_macro,SPREAD,20,85,0.4893411764705882,0.045085380890133836,0.13666666666666671,0.07588261962614291
FHS_macro,WTI,1,85,0.48996862745098035,0.0914649831310302,0.07745098039215681,0.6587838260478838
FHS_macro,WTI,4,85,0.45328627450980385,0.07636942633053222,0.11921568627450985,0.16455447770911416
FHS_macro,WTI,12,85,0.42188235294117654,0.07282581139122317,0.1925490196078432,0.0031027454751759304
FHS_macro,WTI,20,85,0.40378039215686284,0.06979839564270153,0.19800000000000006,0.002141011350513297
FHS_time,BRENT,1,85,0.49687843137254895,0.0935998646747588,0.05317647058823538,0.9593932599236756
FHS_time,BRENT,4,85,0.44983529411764694,0.08867006249610955,0.15537254901960784,0.02941006014659171
FHS_time,BRENT,12,85,0.42640000000000006,0.07899803386243388,0.1494901960784314,0.040148661738151036
FHS_time,BRENT,20,85,0.4043058823529412,0.07718532860255213,0.2053333333333333,0.0012780866262159921
FHS_time,SPREAD,1,85,0.5230274509803922,0.08730428098350451,0.08121568627450981,0.6002473307171382
FHS_time,SPREAD,4,85,0.498,0.0677214708994709,0.09607843137254901,0.3880499748345703
FHS_time,SPREAD,12,85,0.48916078431372545,0.05320020267662619,0.11533333333333329,0.192652749629299
FHS_time,SPREAD,20,85,0.49189803921568626,0.04497127519452225,0.1372941176470589,0.0736537267880641
FHS_time,WTI,1,85,0.4908470588235295,0.09211450146280736,0.056862745098039236,0.9316203552365343
FHS_time,WTI,4,85,0.45475294117647064,0.07672288664799252,0.12588235294117656,0.12397997015440368
FHS_time,WTI,12,85,0.42194509803921565,0.0733528593837535,0.1945490196078432,0.0027112102147219728
FHS_time,WTI,20,85,0.40279999999999994,0.0692371619047619,0.1983137254901961,0.00209510121624264
RW_equal,BRENT,1,85,0.5335058823529412,0.08959039315281668,0.11533333333333329,0.192652749629299
RW_equal,BRENT,4,85,0.5135686274509803,0.0769005577342048,0.07968627450980392,0.6239628371375014
RW_equal,BRENT,12,85,0.5417725490196079,0.07109403759726111,0.12482352941176472,0.12981743027098397
RW_equal,BRENT,20,85,0.5483215686274511,0.07314763610333024,0.11768627450980393,0.1752097777365566
RW_equal,SPREAD,1,85,0.5246901960784313,0.09200356028633676,0.10035294117647053,0.33625914785264377
RW_equal,SPREAD,4,85,0.5028941176470588,0.0706025878618114,0.0931764705882353,0.42586754454916065
RW_equal,SPREAD,12,85,0.4878352941176471,0.056213120697167746,0.10949019607843136,0.2417698742316973
RW_equal,SPREAD,20,85,0.48963137254901956,0.04734298948023653,0.12949019607843137,0.10567858521642633
RW_equal,WTI,1,85,0.5333803921568627,0.09161916178026766,0.09439215686274516,0.4097722083586133
RW_equal,WTI,4,85,0.5194039215686275,0.07495925950824775,0.08521568627450982,0.5392634958396509
RW_equal,WTI,12,85,0.536313725490196,0.06909542421413008,0.13858823529411765,0.06923121221175992
RW_equal,WTI,20,85,0.5433254901960785,0.07250804755680049,0.13270588235294117,0.09130555948793359
VARL_equal,BRENT,1,85,0.5193411764705882,0.08720606872082166,0.07901960784313727,0.6343373349339588
VARL_equal,BRENT,4,85,0.493286274509804,0.08210586019296606,0.07105882352941184,0.7569177682146913
VARL_equal,BRENT,12,85,0.519521568627451,0.07479837684407095,0.08443137254901961,0.5510640309993786
VARL_equal,BRENT,20,85,0.5240941176470589,0.07607727145969499,0.08619607843137253,0.5246449436484866
VARL_equal,SPREAD,1,85,0.5408,0.0908472783068783,0.12196078431372548,0.14672424276882828
VARL_equal,SPREAD,4,85,0.5252,0.08662903492063492,0.06545098039215691,0.8362570243179949
VARL_equal,SPREAD,12,85,0.5103058823529413,0.09950958257080608,0.09149019607843134,0.4487740377823852
VARL_equal,SPREAD,20,85,0.511929411764706,0.10050106903205727,0.12443137254901959,0.13203535979675665
VARL_equal,WTI,1,85,0.5292549019607844,0.0922974011826953,0.09639215686274516,0.38408771201377157
VARL_equal,WTI,4,85,0.5101882352941176,0.07517675779645192,0.0726274509803922,0.7332960950685492
VARL_equal,WTI,12,85,0.5220235294117647,0.0721731793339558,0.1007843137254902,0.3312994497069005
VARL_equal,WTI,20,85,0.5289019607843138,0.07830240958605664,0.09317647058823525,0.42586754454916187
VARL_time,BRENT,1,85,0.509756862745098,0.08627214652972301,0.054039215686274455,0.9536588978798851
VARL_time,BRENT,4,85,0.4918980392156863,0.08207310588235295,0.06866666666666665,0.7919135340303793
VARL_time,BRENT,12,85,0.5150352941176469,0.07489828048552753,0.08294117647058824,0.5737137677213169
VARL_time,BRENT,20,85,0.5201411764705881,0.07320717559912852,0.09439215686274507,0.4097722083586174
VARL_time,SPREAD,1,85,0.5477647058823529,0.08839615561780267,0.1341960784313726,0.08522040893554886
VARL_time,SPREAD,4,85,0.5281568627450981,0.08708098039215686,0.06572549019607843,0.8326174691290618
VARL_time,SPREAD,12,85,0.5109725490196078,0.09967372013694366,0.08772549019607845,0.5021643146424017
VARL_time,SPREAD,20,85,0.5146196078431371,0.10007798717709308,0.11780392156862751,0.17437132426562457
VARL_time,WTI,1,85,0.5211137254901961,0.09047363373793962,0.0767450980392157,0.6697811076608207
VARL_time,WTI,4,85,0.5074901960784314,0.07431655711173357,0.07317647058823529,0.7249317466654339
VARL_time,WTI,12,85,0.519756862745098,0.0709726121381886,0.0988235294117647,0.3542406861766371
VARL_time,WTI,20,85,0.5261176470588235,0.07576326112667289,0.09184313725490195,0.44392522678195334
VECM_equal,BRENT,1,85,0.5215843137254902,0.08856272990974168,0.07968627450980392,0.6239628371375014
VECM_equal,BRENT,4,85,0.4987294117647059,0.0804073716775599,0.08262745098039215,0.5785160291028056
VECM_equal,BRENT,12,85,0.5274196078431372,0.07086746865857453,0.09368627450980394,0.4190743080680558
VECM_equal,BRENT,20,85,0.5329725490196079,0.06950567780890135,0.11349019607843136,0.20723471072176097
VECM_equal,SPREAD,1,85,0.5405647058823531,0.0924089471521942,0.126,0.12334479712549093
VECM_equal,SPREAD,4,85,0.5260627450980392,0.0880357949579832,0.0758823529411764,0.68320016719369
VECM_equal,SPREAD,12,85,0.5103843137254903,0.09942899869281045,0.09003921568627449,0.46899962490174085
VECM_equal,SPREAD,20,85,0.5136862745098039,0.09868665172735758,0.11843137254901959,0.16995278825040022
VECM_equal,WTI,1,85,0.5321098039215686,0.09157459097416744,0.09219607843137256,0.4391049213567586
VECM_equal,WTI,4,85,0.5139294117647057,0.07347349231248054,0.08368627450980393,0.5623538739000326
VECM_equal,WTI,12,85,0.5293960784313725,0.06896866268285091,0.11509803921568629,0.19446873465598832
VECM_equal,WTI,20,85,0.5379686274509803,0.07124906778711484,0.11807843137254903,0.1724272127243981
VECM_macro,BRENT,1,85,0.5096549019607843,0.08662198530967943,0.05015686274509801,0.9758556900446307
VECM_macro,BRENT,4,85,0.4937960784313724,0.07934940765639589,0.09505882352941175,0.40109937710923105
VECM_macro,BRENT,12,85,0.5229568627450981,0.07140967668845315,0.09192156862745096,0.44285157210225046
VECM_macro,BRENT,20,85,0.5308,0.06900624126984128,0.12101960784313726,0.15265421497998044
VECM_macro,SPREAD,1,85,0.5482196078431373,0.08992209934640523,0.12796078431372548,0.1131443594341378
VECM_macro,SPREAD,4,85,0.5300941176470588,0.08740556775599129,0.08749019607843145,0.5055955509219952
VECM_macro,SPREAD,12,85,0.5123607843137256,0.09973769897292248,0.087843137254902,0.5004525704057488
VECM_macro,SPREAD,20,85,0.5152627450980392,0.09960425421724245,0.1144705882352941,0.19937620070132045
VECM_macro,WTI,1,85,0.5202431372549019,0.09151978674136321,0.07050980392156869,0.7650714464377361
VECM_macro,WTI,4,85,0.5090745098039215,0.0721747205726735,0.09207843137254901,0.44070850117178806
VECM_macro,WTI,12,85,0.5257960784313725,0.06860077273576098,0.1316862745098039,0.09567486863281367
VECM_macro,WTI,20,85,0.5353647058823529,0.0709494487394958,0.10784313725490191,0.2571757017265296
VECM_time,BRENT,1,85,0.5113960784313726,0.08687239813258638,0.06101960784313726,0.8903542985543628
VECM_time,BRENT,4,85,0.4950117647058824,0.07985801705571116,0.09639215686274516,0.38408771201377157
VECM_time,BRENT,12,85,0.5215372549019607,0.07080903728602553,0.0947058823529412,0.405677160916923
VECM_time,BRENT,20,85,0.5299450980392157,0.0674867429816371,0.12705882352941178,0.11774701661343817
VECM_time,SPREAD,1,85,0.5465882352941177,0.08940714721444132,0.1229019607843137,0.1409806855384296
VECM_time,SPREAD,4,85,0.5291372549019607,0.08766072829131652,0.07505882352941173,0.6959710251296078
VECM_time,SPREAD,12,85,0.5120705882352943,0.09968715368814192,0.08772549019607845,0.5021643146424017
VECM_time,SPREAD,20,85,0.5158588235294117,0.09910264649859943,0.11713725490196081,0.1791645481802063
VECM_time,WTI,1,85,0.5216235294117646,0.0916145973233738,0.0731764705882354,0.7249317466654328
VECM_time,WTI,4,85,0.510086274509804,0.07280014590725178,0.08764705882352941,0.503306917293241
VECM_time,WTI,12,85,0.5256862745098041,0.06782859881730467,0.1332156862745098,0.08918417651169154
VECM_time,WTI,20,85,0.5328078431372548,0.06990351422346716,0.11458823529411766,0.1984488391013977
