variable,horizon_weeks,model,mean_loss,elimination_step,mcs_pvalue,in_mcs_90,in_mcs_75,in_mcs
BRENT,12,RW_equal,0.061603938209418924,11,0.9875,True,True,True
BRENT,12,CTS_equal,0.06181043793697111,10,0.951,True,True,True
BRENT,12,CTS_macro,0.061827206963174855,9,0.9475,True,True,True
BRENT,12,FHS_equal,0.06182943771942187,8,0.9475,True,True,True
BRENT,12,CTS_time,0.06187897276226139,7,0.9395,True,True,True
BRENT,12,FHS_macro,0.06219892204963487,6,0.86,True,True,True
BRENT,12,FHS_time,0.06225197358022786,5,0.86,True,True,True
BRENT,12,AR_macro,0.06264440526537242,4,0.6735,True,True,True
BRENT,12,AR_equal,0.06264579609075135,3,0.6735,True,True,True
BRENT,12,AR_time,0.06278300949424197,2,0.637,True,True,True
BRENT,12,AR_macro_nc,0.06391386806647398,1,0.5,True,True,True
BRENT,20,VECM_equal,0.07526292450486002,19,1.0,True,True,True
BRENT,20,VECM_time,0.07539745495105549,18,0.964,True,True,True
BRENT,20,VECM_macro,0.07546850067039589,17,0.964,True,True,True
BRENT,20,VARL_time,0.07586013939041823,16,0.964,True,True,True
BRENT,20,VARL_equal,0.07598046124734992,15,0.9535,True,True,True
BRENT,20,RW_equal,0.07714754726676785,14,0.9535,True,True,True
BRENT,20,CTSF_time,0.07828432769583912,12,0.9345,True,True,True
BRENT,20,CTSF_macro,0.07838616184798733,11,0.9115,True,True,True
BRENT,20,CTSF_equal,0.07839752628609938,13,0.9535,True,True,True
BRENT,20,CTS_time,0.07924477695819555,9,0.799,True,True,True
BRENT,20,CTS_macro,0.07933535162404685,8,0.796,True,True,True
BRENT,20,CTS_equal,0.0793544993871474,10,0.8205,True,True,True
BRENT,20,FHS_equal,0.07946083468820185,7,0.796,True,True,True
BRENT,20,AR_equal,0.07987364956714108,3,0.796,True,True,True
BRENT,20,FHS_time,0.07989222110750736,5,0.796,True,True,True
BRENT,20,AR_macro_nc,0.0799151335038199,6,0.796,True,True,True
BRENT,20,FHS_macro,0.07992893261734775,4,0.796,True,True,True
BRENT,20,AR_macro,0.08019015443502465,2,0.7265,True,True,True
BRENT,20,AR_time,0.08019863690780141,1,0.721,True,True,True
SPREAD,1,CTSF_time,0.010620645954175162,19,1.0,True,True,True
SPREAD,1,CTSF_macro,0.010633634286616294,18,0.937,True,True,True
SPREAD,1,CTSF_equal,0.010640052492991913,17,0.937,True,True,True
SPREAD,1,CTS_equal,0.010751048240035997,15,0.492,True,True,True
SPREAD,1,CTS_time,0.010753911724759986,16,0.492,True,True,True
SPREAD,1,CTS_macro,0.010769141800277177,14,0.48,True,True,True
SPREAD,1,VARL_time,0.010831945141665312,13,0.48,True,True,True
SPREAD,1,VARL_equal,0.010843225404836707,12,0.48,True,True,True
SPREAD,1,VECM_time,0.0109169208620076,10,0.463,True,True,True
SPREAD,1,VECM_macro,0.010917052340364455,11,0.463,True,True,True
SPREAD,1,VECM_equal,0.0109308691749719,9,0.463,True,True,True
SPREAD,1,AR_equal,0.011323904399450007,8,0.463,True,True,True
SPREAD,1,AR_macro,0.011336577378290887,7,0.388,True,True,True
SPREAD,1,AR_time,0.011367710678914783,6,0.289,True,True,True
SPREAD,1,RW_equal,0.011415589620091631,4,0.1975,True,False,True
SPREAD,1,AR_macro_nc,0.011441084923048598,5,0.2185,True,False,True
SPREAD,1,FHS_macro,0.011626957315624672,2,0.032,False,False,False
SPREAD,1,FHS_equal,0.01163141908868675,3,0.037,False,False,False
SPREAD,1,FHS_time,0.011672486982094112,1,0.0175,False,False,False
SPREAD,4,CTS_time,0.016250793690470205,19,1.0,True,True,True
SPREAD,4,CTS_equal,0.016255236903389942,18,0.973,True,True,True
SPREAD,4,CTS_macro,0.01626489412681535,17,0.973,True,True,True
SPREAD,4,CTSF_macro,0.016366628989249843,16,0.893,True,True,True
SPREAD,4,CTSF_time,0.016367467623246288,15,0.885,True,True,True
SPREAD,4,CTSF_equal,0.01639825082574146,14,0.803,True,True,True
SPREAD,4,VARL_equal,0.01673884067768975,13,0.2555,True,True,True
SPREAD,4,VECM_equal,0.016821131784693726,10,0.1705,True,False,True
SPREAD,4,VARL_time,0.016827559810877597,12,0.1815,True,False,True
SPREAD,4,VECM_time,0.01683754890479135,11,0.1815,True,False,True
SPREAD,4,VECM_macro,0.016868584992925702,9,0.151,True,False,True
SPREAD,4,RW_equal,0.018473710128008494,7,0.0725,False,False,False
SPREAD,4,AR_macro,0.018537439190247706,8,0.0825,False,False,False
SPREAD,4,AR_time,0.01854484403046738,6,0.062,False,False,False
SPREAD,4,AR_equal,0.0185839612649653,5,0.0495,False,False,False
SPREAD,4,AR_macro_nc,0.01895967315513593,4,0.0225,False,False,False
SPREAD,4,FHS_macro,0.019004126500576826,3,0.011,False,False,False
SPREAD,4,FHS_time,0.019051233408052006,2,0.008,False,False,False
SPREAD,4,FHS_equal,0.019065764662736507,1,0.0075,False,False,False
SPREAD,12,CTS_time,0.019758852822808842,19,1.0,True,True,True
SPREAD,12,CTS_equal,0.019840546380348233,18,0.7935,True,True,True
SPREAD,12,CTS_macro,0.019842076300996343,17,0.7935,True,True,True
SPREAD,12,CTSF_time,0.02042337996648486,16,0.7935,True,True,True
SPREAD,12,CTSF_macro,0.020503350767485145,15,0.7935,True,True,True
SPREAD,12,CTSF_equal,0.020521953690174108,13,0.7935,True,True,True
SPREAD,12,VARL_equal,0.020569438040380254,14,0.7935,True,True,True
SPREAD,12,VECM_equal,0.02057866809842081,10,0.7935,True,True,True
SPREAD,12,VECM_time,0.020596544598828963,12,0.7935,True,True,True
SPREAD,12,VARL_time,0.02059686890678766,11,0.7935,True,True,True
SPREAD,12,VECM_macro,0.02071601746987949,9,0.6485,True,True,True
SPREAD,12,RW_equal,0.0274846742506564,8,0.0,False,False,False
SPREAD,12,AR_time,0.027978578811886416,7,0.0,False,False,False
SPREAD,12,AR_equal,0.028156439317679558,5,0.0,False,False,False
SPREAD,12,AR_macro,0.028181296261132114,6,0.0,False,False,False
SPREAD,12,FHS_time,0.028880037340519117,3,0.0,False,False,False
SPREAD,12,FHS_macro,0.029049284899771904,2,0.0,False,False,False
SPREAD,12,FHS_equal,0.029098285216252934,1,0.0,False,False,False
SPREAD,12,AR_macro_nc,0.02979109392711601,4,0.0,False,False,False
SPREAD,20,CTS_equal,0.020220439282628743,19,1.0,True,True,True
SPREAD,20,CTS_macro,0.02034322403164743,18,0.917,True,True,True
SPREAD,20,CTS_time,0.020348142363279656,17,0.917,True,True,True
SPREAD,20,VECM_equal,0.020907910437292728,15,0.917,True,True,True
SPREAD,20,VECM_time,0.02096412450944872,14,0.917,True,True,True
SPREAD,20,VECM_macro,0.02097683351572014,13,0.917,True,True,True
SPREAD,20,VARL_equal,0.020997707835781136,11,0.917,True,True,True
SPREAD,20,VARL_time,0.021025808976903416,10,0.917,True,True,True
SPREAD,20,CTSF_equal,0.021078077550749974,16,0.917,True,True,True
SPREAD,20,CTSF_macro,0.021160802692874837,12,0.917,True,True,True
SPREAD,20,CTSF_time,0.021168451492857496,9,0.917,True,True,True
SPREAD,20,RW_equal,0.03244156000671191,6,0.0,False,False,False
SPREAD,20,AR_macro,0.03298692867004569,7,0.0,False,False,False
SPREAD,20,AR_equal,0.03304210458017032,5,0.0,False,False,False
SPREAD,20,AR_time,0.0330714854282923,4,0.0,False,False,False
SPREAD,20,FHS_macro,0.03439471652180148,3,0.0,False,False,False
SPREAD,20,FHS_equal,0.034416881283068704,1,0.0,False,False,False
SPREAD,20,FHS_time,0.03454778753314956,2,0.0,False,False,False
SPREAD,20,AR_macro_nc,0.035887390943167265,8,0.0,False,False,False
WTI,1,FHS_equal,0.0190459269811965,19,1.0,True,True,True
WTI,1,FHS_macro,0.01919364671840081,18,0.865,True,True,True
WTI,1,FHS_time,0.01922522049904204,17,0.865,True,True,True
WTI,1,CTSF_equal,0.019310051931195768,16,0.865,True,True,True
WTI,1,CTS_equal,0.01932356122445002,15,0.865,True,True,True
WTI,1,VARL_equal,0.019399678374073828,14,0.865,True,True,True
WTI,1,AR_equal,0.019412699239624635,13,0.865,True,True,True
WTI,1,CTSF_time,0.019452529897744833,12,0.865,True,True,True
WTI,1,CTS_time,0.01945510016747685,8,0.865,True,True,True
WTI,1,CTSF_macro,0.01947102688945575,10,0.865,True,True,True
WTI,1,CTS_macro,0.019472206262730295,7,0.8595,True,True,True
WTI,1,VARL_time,0.01948657193014052,9,0.865,True,True,True
WTI,1,VECM_equal,0.019520669642808068,11,0.865,True,True,True
WTI,1,AR_macro,0.019523035987347274,3,0.8595,True,True,True
WTI,1,AR_macro_nc,0.019554428479822493,5,0.8595,True,True,True
WTI,1,VECM_macro,0.01955503263342288,4,0.8595,True,True,True
WTI,1,AR_time,0.019576225826646976,1,0.6305,True,True,True
WTI,1,RW_equal,0.019580770877874954,6,0.8595,True,True,True
WTI,1,VECM_time,0.019601134179959505,2,0.7735,True,True,True
WTI,4,FHS_macro,0.0366954674549234,19,1.0,True,True,True
WTI,4,FHS_time,0.03670167370100865,18,0.973,True,True,True
WTI,4,FHS_equal,0.03681473802831782,17,0.973,True,True,True
WTI,4,VECM_macro,0.036903436313469776,16,0.973,True,True,True
WTI,4,VECM_time,0.03710497318595622,15,0.947,True,True,True
WTI,4,VARL_equal,0.037117716201951985,14,0.947,True,True,True
WTI,4,VARL_time,0.03713917751125623,11,0.947,True,True,True
WTI,4,VECM_equal,0.037168450191538305,13,0.947,True,True,True
WTI,4,CTS_macro,0.0371836619627315,12,0.947,True,True,True
WTI,4,CTS_time,0.03733847370299782,10,0.908,True,True,True
WTI,4,RW_equal,0.037373692028481814,9,0.908,True,True,True
WTI,4,CTS_equal,0.03739228319163816,7,0.908,True,True,True
WTI,4,CTSF_macro,0.03744918431238174,8,0.908,True,True,True
WTI,4,CTSF_time,0.03759597143666273,6,0.7415,True,True,True
WTI,4,CTSF_equal,0.03765036937205175,5,0.7085,True,True,True
WTI,4,AR_macro,0.037778377609271156,4,0.4315,True,True,True
WTI,4,AR_equal,0.037918119227641094,2,0.224,True,False,True
WTI,4,AR_time,0.037962099434083435,1,0.1575,True,False,True
WTI,4,AR_macro_nc,0.03799906389591315,3,0.4315,True,True,True
WTI,12,VECM_macro,0.0631971728269811,19,1.0,True,True,True
WTI,12,RW_equal,0.06320565438023137,18,1.0,True,True,True
WTI,12,VECM_equal,0.06324703467887934,17,1.0,True,True,True
WTI,12,VECM_time,0.06337695798682352,15,1.0,True,True,True
WTI,12,VARL_equal,0.06339646584094256,16,1.0,True,True,True
WTI,12,VARL_time,0.06353897139226863,12,0.9965,True,True,True
WTI,12,FHS_macro,0.0636295457834348,13,1.0,True,True,True
WTI,12,FHS_time,0.06363200688644197,14,1.0,True,True,True
WTI,12,FHS_equal,0.06382776737294327,11,0.9965,True,True,True
WTI,12,CTS_macro,0.0644248187543629,10,0.894,True,True,True
WTI,12,CTS_time,0.06449828728432168,9,0.8665,True,True,True
WTI,12,CTS_equal,0.06467065855701754,8,0.8295,True,True,True
WTI,12,AR_macro,0.06502278585993447,6,0.7115,True,True,True
WTI,12,CTSF_macro,0.06512894722582686,7,0.7115,True,True,True
WTI,12,AR_equal,0.06513126267395539,4,0.7115,True,True,True
WTI,12,CTSF_time,0.06520652530597258,5,0.7115,True,True,True
WTI,12,AR_time,0.06528665444749404,2,0.656,True,True,True
WTI,12,CTSF_equal,0.06537754170149686,3,0.7115,True,True,True
WTI,12,AR_macro_nc,0.0657368076220033,1,0.656,True,True,True
WTI,20,RW_equal,0.07896981008241598,19,1.0,True,True,True
WTI,20,VECM_equal,0.0791791416463727,18,0.984,True,True,True
WTI,20,VECM_time,0.07933254095015532,16,0.984,True,True,True
WTI,20,VECM_macro,0.07935448522268866,17,0.984,True,True,True
WTI,20,VARL_equal,0.07991513743772706,15,0.984,True,True,True
WTI,20,VARL_time,0.07999202383818105,13,0.982,True,True,True
WTI,20,FHS_time,0.08114469198999619,14,0.984,True,True,True
WTI,20,FHS_macro,0.08133145669255053,12,0.9705,True,True,True
WTI,20,FHS_equal,0.081604596494055,11,0.935,True,True,True
WTI,20,AR_macro_nc,0.0818874697043506,10,0.8965,True,True,True
WTI,20,CTS_macro,0.08238277498570869,8,0.8755,True,True,True
WTI,20,CTS_time,0.08239512949945912,7,0.872,True,True,True
WTI,20,CTS_equal,0.08248502633427544,9,0.8755,True,True,True
WTI,20,AR_macro,0.08279713358645505,5,0.843,True,True,True
WTI,20,AR_equal,0.08282188742435961,6,0.856,True,True,True
WTI,20,AR_time,0.08296856821007412,4,0.812,True,True,True
WTI,20,CTSF_macro,0.08338558719878329,2,0.761,True,True,True
WTI,20,CTSF_time,0.08339656252385935,1,0.7525,True,True,True
WTI,20,CTSF_equal,0.08348468275780195,3,0.784,True,True,True
